px,py,pz,qx,qy,qz,qw
0.0018859861884266138,0.004504394251853228,0.0,0.0,0.0,0.00036328239366412163,0.9999999403953552
0.00606689415872097,0.0026916502974927425,0.0,0.0,0.0,0.0021773572079837322,0.999997615814209
0.0014892576728016138,0.0015747069846838713,0.0,0.0,0.0,-0.0011722164927050471,0.9999992847442627
0.0052551268599927425,0.0011962889693677425,0.0,0.0,0.0,-0.001112850266508758,0.9999994039535522
0.0030395505018532276,0.0032653806265443563,0.0,0.0,0.0,0.00122454680968076,0.9999992251396179
0.002545165829360485,0.00481567345559597,0.0,0.0,0.0,0.00024947416386567056,0.9999999403953552
-0.003674316219985485,0.0034057614393532276,0.0,0.0,0.0,-0.0011087971506640315,0.9999994039535522
0.00710449181497097,0.003546142252162099,0.0,0.0,0.0,-0.00035038788337260485,0.9999999403953552
0.0039428710006177425,0.003576659830287099,0.0,0.0,0.0,-0.0011655407724902034,0.9999993443489075
0.0009826659224927425,0.002496337750926614,0.0,0.0,0.0,-0.0012458877172321081,0.9999992251396179
0.005743407644331455,0.0023498532827943563,0.0,0.0,0.0,-0.0012156085576862097,0.9999992847442627
0.005871581844985485,0.0026123046409338713,0.0,0.0,0.0,-0.00042548973578959703,0.9999998807907104
4.272460500942543e-05,0.00536498986184597,0.0,0.0,0.0,0.0010395832359790802,0.999999463558197
0.0041870116256177425,0.00426635704934597,0.0,0.0,0.0,0.000694278278388083,0.9999997615814209
0.004901122767478228,0.004467773251235485,0.0,0.0,0.0,0.000806835072580725,0.9999997019767761
0.0038757321890443563,0.001782226492650807,0.0,0.0,0.0,-0.0004805643984582275,0.9999998807907104
0.009094237349927425,0.00029907224234193563,0.0,0.0,0.0,-0.0013274268712848425,0.9999991059303284
0.005261230282485485,0.006848144344985485,0.0,0.0,0.0,0.00014661779277957976,1.0
0.002465820172801614,0.001019287039525807,0.0,0.0,0.0,-0.0013896540040150285,0.9999990463256836
0.003625488141551614,0.0032958982046693563,0.0,0.0,0.0,-0.001260669669136405,0.9999992251396179
0.00899047777056694,0.0034851073287427425,0.0,0.0,0.0,0.0005509287002496421,0.9999998211860657
0.00010375976125942543,0.005200195126235485,0.0,0.0,0.0,-0.00017658073920756578,1.0
-0.0048278807662427425,0.003686523297801614,0.0,0.0,0.0,-0.00121870799921453,0.9999992847442627
0.007080077659338713,-0.00024414061044808477,0.0,0.0,0.0,-0.00027027924079447985,0.9999999403953552
-0.00406799279153347,0.0028259274549782276,0.0,0.0,0.0,-0.0016140056541189551,0.9999986886978149
0.004132079891860485,0.00420532189309597,0.0,0.0,0.0,-0.0008815843611955643,0.9999995827674866
0.00432739220559597,0.002465820172801614,0.0,0.0,0.0,0.00019156117923557758,1.0
0.011389159597456455,0.0033630370162427425,0.0,0.0,0.0,-2.446969119773712e-05,1.0
-0.003955077845603228,0.0032653806265443563,0.0,0.0,0.0,-0.0004264434101060033,0.9999998807907104
-0.01130981370806694,0.0035095212515443563,0.0,0.0,0.0,0.000340436992701143,0.9999999403953552
0.00868530198931694,0.003948974423110485,0.0,0.0,0.0,0.0014466997236013412,0.999998927116394
0.00999755784869194,0.0016845702193677425,0.0,0.0,0.0,-0.00127974315546453,0.9999991655349731
0.00490722618997097,0.003033447079360485,0.0,0.0,0.0,-0.0007866938249208033,0.9999997019767761
0.0018188474932685494,0.0036010739859193563,0.0,0.0,0.0,-0.0004679282137658447,0.9999998807907104
0.0017578124534338713,0.00579223595559597,0.0,0.0,0.0,-0.0002445300342515111,0.9999999403953552
0.004656982142478228,0.005084228236228228,0.0,0.0,0.0,6.873997335787863e-05,1.0
0.00982055626809597,0.0041259764693677425,0.0,0.0,0.0,5.215557757765055e-05,1.0
0.011236571706831455,0.002709960797801614,0.0,0.0,0.0,-8.240540773840621e-05,1.0
-0.0011047362349927425,0.002545165829360485,0.0,0.0,0.0,-0.0014878823421895504,0.9999988675117493
0.006903075613081455,0.0044921874068677425,0.0,0.0,0.0,0.001010662759654224,0.999999463558197
-0.004055785946547985,0.003002929501235485,0.0,0.0,0.0,-0.001243741950020194,0.9999992251396179
0.00689086876809597,0.002850341610610485,0.0,0.0,0.0,-0.002782969269901514,0.9999961256980896
0.002557372907176614,0.0035278317518532276,0.0,0.0,0.0,-0.0007688124314881861,0.9999997019767761
-0.0010742186568677425,0.0022949217818677425,0.0,0.0,0.0,-0.0017832826124504209,0.9999983906745911
0.003869628766551614,0.0017578124534338713,0.0,0.0,0.0,-0.0009459573775529861,0.9999995231628418
-0.0028381345327943563,0.003820800455287099,0.0,0.0,0.0,-0.0001236518146470189,1.0
-0.0014801024226471782,0.0027465817984193563,0.0,0.0,0.0,0.0003561642370186746,0.9999999403953552
0.006079101003706455,0.002331542782485485,0.0,0.0,0.0,-0.0010482388315722346,0.999999463558197
0.002575683407485485,0.0028259274549782276,0.0,0.0,0.0,0.00036604050546884537,0.9999999403953552
0.0014282225165516138,0.002557372907176614,0.0,0.0,0.0,-0.0015997005393728614,0.9999987483024597
0.006134032737463713,0.00444946251809597,0.0,0.0,0.0,0.0017865733243525028,0.9999983906745911
-0.006787109188735485,0.003259277204051614,0.0,0.0,0.0,0.0025140480138361454,0.9999968409538269
