px,py
8.0158,0.0
8.0208,0.0
8.0258,0.0
8.0308,0.0
8.0358,0.0
8.0408,0.0
8.0458,0.0
8.0508,0.0
8.0558,0.0
8.0608,0.0
8.0658,0.0
8.0708,0.0
8.0758,0.0
8.0808,0.0
8.0858,0.0
8.0908,0.0
8.0958,0.0
8.1008,0.0
8.1058,0.0
8.1108,0.0
8.1158,0.0
8.1208,0.0
8.1258,0.0
8.1308,0.0
8.1358,0.0
8.1408,0.0
8.1458,0.0
8.1508,0.0
8.1558,0.0
8.1608,0.0
8.1658,0.0
8.1708,0.0
8.1758,0.0
8.1808,0.0
8.1858,0.0
8.1908,0.0
8.1958,0.0
8.2008,0.0
8.2058,0.0
8.2108,0.0
8.2158,0.0
8.2208,0.0
8.2258,0.0
8.2308,0.0
8.2358,0.0
8.2408,0.0
8.2458,0.0
8.2508,0.0
8.2558,0.0
8.2608,0.0
8.2658,0.0
8.2708,0.0
8.2758,0.0
8.2808,0.0
8.2858,0.0
8.2908,0.0
8.2958,0.0
8.3008,0.0
8.3058,0.0
8.3108,0.0
8.3158,0.0
8.3208,0.0
8.3258,0.0
8.3308,0.0
8.3358,0.0
8.3408,0.0
8.3458,0.0
8.3508,0.0
8.3558,0.0
8.3608,0.0
8.3658,0.0
8.3708,0.0
8.3758,0.0
8.3808,0.0
8.3858,0.0
8.3908,0.0
8.3958,0.0
8.4008,0.0
8.4058,0.0
8.4108,0.0
8.4158,0.0
8.4208,0.0
8.4258,0.0
8.4308,0.0
8.4358,0.0
8.4408,0.0
8.4458,0.0
8.4508,0.0
8.4558,0.0
8.4608,0.0
8.4658,0.0
8.4708,0.0
8.4758,0.0
8.4808,0.0
8.4858,0.0
8.4908,0.0
8.4958,0.0
8.5008,0.0
8.5058,0.0
8.5108,0.0
8.5158,0.0
8.5208,0.0
8.5258,0.0
8.5308,0.0
8.5358,0.0
8.5408,0.0
8.5458,0.0
8.5508,0.0
8.5558,0.0
8.5608,0.0
8.5658,0.0
8.5758,0.0
8.5808,0.0
8.5858,0.0
8.5908,0.0
8.5958,0.0
8.6008,0.0
8.6058,0.0
8.6108,0.0
8.6158,0.0
8.6208,0.0
8.6258,0.0
8.6308,0.0
8.6358,0.0
8.6408,0.0
8.6458,0.0
8.6508,0.0
8.6558,0.0
8.6608,0.0
8.6658,0.0001
8.6708,0.0001
8.6758,0.0002
8.6808,0.0003
8.6858,0.0004
8.6908,0.0005
8.6958,0.0007
8.7008,0.0009
8.7058,0.0011
8.7108,0.0013
8.7158,0.0016
8.7208,0.0018
8.7258,0.0021
8.7308,0.0025
8.7358,0.0028
8.7408,0.0032
8.7458,0.0036
8.7507,0.004
8.7557,0.0045
8.7607,0.0049
8.7657,0.0054
8.7706,0.0059
8.7756,0.0065
8.7806,0.006999999999999999
8.7855,0.0076
8.7905,0.0082
8.7955,0.0089
8.8004,0.0095
8.8054,0.0102
8.8103,0.0109
8.8153,0.0116
8.8202,0.0124
8.8252,0.0131
8.8301,0.0139
8.835,0.0148
8.84,0.0156
8.8449,0.0165
8.8498,0.0174
8.8547,0.0183
8.8596,0.0192
8.8645,0.0202
8.8694,0.0212
8.8743,0.0222
8.8792,0.0232
8.8841,0.0242
8.889,0.0253
8.8939,0.0264
8.8987,0.0276
8.9036,0.0287
8.9085,0.0299
8.9133,0.0311
8.9182,0.0323
8.923,0.0335
8.9279,0.0348
8.9327,0.0361
8.9375,0.0374
8.9423,0.0387
8.9472,0.0401
8.952,0.0414
8.9568,0.0428
8.9616,0.0443
8.9663,0.0457
8.9759,0.0487
8.9807,0.0502
8.9854,0.0517
8.9902,0.0533
8.9949,0.0548
8.9996,0.0564
9.0044,0.0581
9.0091,0.0597
9.0138,0.0614
9.0185,0.0631
9.0232,0.0648
9.0279,0.0665
9.0326,0.0683
9.0373,0.0701
9.0419,0.0719
9.0466,0.0737
9.0512,0.0756
9.0559,0.0774
9.0605,0.0793
9.0651,0.0812
9.0697,0.0832
9.0743,0.0851
9.0789,0.0871
9.0835,0.0891
9.0881,0.0911
9.0926,0.0932
9.0972,0.0952
9.1017,0.0973
9.1062,0.0994
9.1108,0.1016
9.1153,0.1037
9.1198,0.1059
9.1243,0.1081
9.1288,0.1103
9.1332,0.1126
9.1377,0.1148
9.1421,0.1171
9.1466,0.1194
9.151,0.1217
9.1554,0.1241
9.1598,0.1264
9.1642,0.1288
9.1686,0.1312
9.173,0.1336
9.1773,0.1361
9.1817,0.1386
9.186,0.1411
9.1903,0.1436
9.1947,0.1461
9.199,0.1486
9.2032,0.1512
9.2075,0.1538
9.2118,0.1564
9.216000000000001,0.1591
9.2203,0.1617
9.2287,0.1671
9.2329,0.1698
9.2371,0.1725
9.2413,0.1753
9.2454,0.17800000000000002
9.2496,0.1808
9.2537,0.1837
9.2578,0.1865
9.2619,0.1893
9.266,0.1922
9.2701,0.1951
9.2742,0.198
9.2782,0.2009
9.2823,0.2039
9.2863,0.2068
9.2903,0.2098
9.2943,0.2128
9.2983,0.2159
9.3023,0.2189
9.3062,0.222
9.3101,0.225
9.3141,0.2281
9.318,0.2313
9.3219,0.2344
9.3257,0.2376
9.3296,0.2407
9.3335,0.2439
9.3373,0.2471
9.3411,0.2504
9.3449,0.2536
9.3487,0.2569
9.3525,0.2602
9.3562,0.2635
9.36,0.2668
9.3637,0.2701
9.3674,0.2735
9.3711,0.2768
9.3748,0.2802
9.3784,0.2836
9.3821,0.287
9.3857,0.2905
9.3893,0.2939
9.3929,0.2974
9.3965,0.3009
9.4001,0.3044
9.4036,0.3079
9.4071,0.3115
9.4106,0.315
9.4141,0.3186
9.4176,0.3222
9.4211,0.3258
9.4245,0.3294
9.4279,0.3331
9.4314,0.3367
9.4347,0.3404
9.4381,0.3441
9.4415,0.3478
9.4448,0.3515
9.4481,0.3553
9.4514,0.359
9.4547,0.3628
9.458,0.3666
9.4612,0.3704
9.4645,0.3742
9.4677,0.37799999999999995
9.4709,0.3819
9.4741,0.3857
9.4772,0.3896
9.4804,0.3935
9.4835,0.3974
9.4866,0.4013
9.4897,0.4053
9.4958,0.4132
9.4988,0.4172
9.5018,0.4212
9.5048,0.4252
9.5078,0.4292
9.5107,0.4332
9.5137,0.4373
9.5166,0.4413
9.5195,0.4454
9.5223,0.4495
9.5252,0.4536
9.527999999999999,0.4577
9.5308,0.4619
9.5336,0.466
9.5364,0.4702
9.5392,0.4743
9.5419,0.4785
9.5446,0.4827
9.5473,0.4869
9.55,0.4911
9.5527,0.4954
9.5553,0.4996
9.5579,0.5039
9.5605,0.5082
9.5631,0.5125
9.5656,0.5168
9.5682,0.5211
9.5707,0.5254
9.5732,0.5297
9.5756,0.5341
9.5781,0.5384
9.5805,0.5428
9.5829,0.5472
9.5853,0.5516
9.5877,0.556
9.5901,0.5604
9.5924,0.5648
9.5947,0.5692
9.597000000000001,0.5737
9.5992,0.5781
9.6015,0.5826
9.6037,0.5871
9.6059,0.5916
9.6081,0.5961
9.6102,0.6006
9.6124,0.6051
9.6145,0.6096
9.6166,0.6142
9.6186,0.6187
9.6207,0.6233
9.6227,0.6279
9.6247,0.6325
9.6267,0.637
9.6287,0.6416
9.6306,0.6462
9.6325,0.6509
9.6344,0.6555
9.6363,0.6601
9.6382,0.6648
9.64,0.6694
9.6418,0.6741
9.6436,0.6788
9.6453,0.6834
9.6471,0.6881
9.6488,0.6928
9.6505,0.6975
9.6522,0.7022
9.6538,0.7069
9.6555,0.7117
9.6571,0.7164
9.6587,0.7212
9.6602,0.7259
9.6618,0.7307
9.6633,0.7354
9.6648,0.7402
9.6662,0.745
9.6677,0.7498
9.6691,0.7546
9.6705,0.7593
9.6719,0.7642
9.6733,0.769
9.6746,0.7738
9.6759,0.7786
9.6772,0.7834
9.6785,0.7883
9.6797,0.7931
9.6809,0.7979999999999999
9.6821,0.8028
9.6833,0.8077
9.6844,0.8126
9.6856,0.8174
9.6867,0.8223
9.6878,0.8272
9.6888,0.8321
9.6899,0.8370000000000001
9.6909,0.8419
9.6919,0.8468
9.6928,0.8517
9.6938,0.8566
9.6947,0.8615
9.6956,0.8664
9.6964,0.8713
9.6973,0.8763
9.6981,0.8812
9.6989,0.8861
9.6997,0.8911
9.7005,0.8959999999999999
9.7012,0.9009999999999999
9.7019,0.9059
9.7026,0.9109
9.7032,0.9158
9.7039,0.9208
9.7045,0.9257
9.7051,0.9307
9.7056,0.9357
9.7062,0.9406
9.7067,0.9456
9.7072,0.9506
9.7077,0.9556
9.7081,0.9605
9.7085,0.9655
9.7089,0.9705
9.7093,0.9755
9.7097,0.9805
9.71,0.9855
9.7103,0.9905
9.7106,0.9955
9.7108,1.0004
9.7111,1.0054
9.7113,1.0104
9.7115,1.0154
9.7116,1.0204
9.7118,1.0254
9.7119,1.0304
9.712,1.0354
9.7121,1.0404
9.7121,1.0454
9.7121,1.0504
9.7121,1.0554
9.7121,1.0604
9.7121,1.0654
9.7121,1.0704
9.712,1.0754
9.712,1.0804
9.712,1.0854
9.7119,1.0904
9.7119,1.0954
9.7118,1.1004
9.7118,1.1054
9.7117,1.1104
9.7117,1.1154
9.7117,1.1204
9.7116,1.1254
9.7116,1.1304
9.7115,1.1354
9.7115,1.1404
9.7114,1.1454
9.7114,1.1504
9.7114,1.1554
9.7113,1.1604
9.7113,1.1654
9.7112,1.1704
9.7112,1.1754
9.7111,1.1804
9.7111,1.1854
9.7111,1.1904
9.711,1.1954
9.711,1.2004
9.7109,1.2054
9.7109,1.2104
9.7108,1.2154
9.7108,1.2204
9.7108,1.2254
9.7107,1.2304
9.7107,1.2354
9.7106,1.2404
9.7106,1.2454
9.7105,1.2504
9.7105,1.2554
9.7105,1.2604
9.7104,1.2654
9.7104,1.2704
9.7103,1.2804
9.7102,1.2854
9.7102,1.2904
9.7102,1.2954
9.7101,1.3004
9.7101,1.3054
9.71,1.3104
9.71,1.3154
9.7099,1.3204
9.7099,1.3254
9.7099,1.3304
9.7098,1.3354
9.7098,1.3404
9.7097,1.3454
9.7097,1.3504
9.7096,1.3554
9.7096,1.3604
9.7095,1.3654
9.7095,1.3704
9.7095,1.3754
9.7094,1.3804
9.7094,1.3854
9.7093,1.3904
9.7093,1.3954
9.7092,1.4004
9.7092,1.4054
9.7092,1.4104
9.7091,1.4154
9.7091,1.4204
9.709,1.4254
9.709,1.4304
9.7089,1.4354
9.7089,1.4404
9.7089,1.4454
9.7088,1.4504
9.7088,1.4554
9.7087,1.4604
9.7087,1.4654
9.7086,1.4704
9.7086,1.4754
9.7086,1.4804
9.7085,1.4854
9.7085,1.4904
9.7084,1.4954
9.7084,1.5004
9.7083,1.5054
9.7083,1.5104
9.7083,1.5154
9.7082,1.5204
9.7082,1.5254
9.7081,1.5304
9.7081,1.5354
9.708,1.5404
9.708,1.5454
9.708,1.5504
9.7079,1.5554
9.7079,1.5604
9.7078,1.5654
9.7078,1.5704
9.7077,1.5754
9.7077,1.5804
9.7077,1.5854
9.7076,1.5904
9.7076,1.5954
9.7075,1.6004
9.7075,1.6054
9.7074,1.6104
9.7074,1.6154
9.7074,1.6204
9.7073,1.6254
9.7073,1.6304
9.7072,1.6354
9.7072,1.6404
9.7071,1.6454
9.7071,1.6504
9.707,1.6554
9.707,1.6604
9.707,1.6654
9.7069,1.6704
9.7069,1.6754
9.7068,1.6804
9.7068,1.6854
9.7067,1.6904
9.7067,1.6954
9.7067,1.7004
9.7066,1.7054
9.7066,1.7104
9.7065,1.7154
9.7065,1.7204
9.7064,1.7254
9.7064,1.7304
9.7064,1.7354
9.7063,1.7404
9.7063,1.7454
9.7062,1.7504
9.7062,1.7554
9.7061,1.7604
9.7061,1.7654
9.7061,1.7704
9.706,1.7754
9.706,1.7804
9.7059,1.7854
9.7059,1.7904
9.7058,1.7954
9.7058,1.8004
9.7058,1.8054
9.7057,1.8104
9.7057,1.8154
9.7056,1.8204
9.7056,1.8254
9.7055,1.8304
9.7055,1.8354
9.7055,1.8404
9.7054,1.8454
9.7054,1.8504
9.7053,1.8554
9.7053,1.8604
9.7052,1.8654
9.7052,1.8704
9.7052,1.8754
9.7051,1.8804
9.7051,1.8854
9.705,1.8904
9.705,1.8954
9.7049,1.9004
9.7049,1.9054
9.7049,1.9104
9.7048,1.9204
9.7047,1.9254
9.7047,1.9304
9.7046,1.9354
9.7046,1.9404
9.7046,1.9454
9.7045,1.9504
9.7045,1.9554
9.7044,1.9604
9.7044,1.9654
9.7043,1.9704
9.7043,1.9754
9.7042,1.9804
9.7042,1.9854
9.7042,1.9904
9.7041,1.9954
9.7041,2.0004
9.704,2.0054
9.704,2.0104
9.7039,2.0154
9.7039,2.0204
9.7039,2.0254
9.7038,2.0304
9.7038,2.0354
9.7037,2.0404
9.7037,2.0454
9.7036,2.0504
9.7036,2.0554
9.7036,2.0604
9.7035,2.0654
9.7035,2.0704
9.7034,2.0754
9.7034,2.0804
9.7033,2.0854
9.7033,2.0904
9.7033,2.0954
9.7032,2.1004
9.7032,2.1054
9.7031,2.1104
9.7031,2.1154
9.703,2.1204
9.703,2.1254
9.703,2.1304
9.7029,2.1354
9.7029,2.1404
9.7028,2.1454
9.7028,2.1504
9.7027,2.1554
9.7027,2.1604
9.7027,2.1654
9.7026,2.1704
9.7026,2.1754
9.7025,2.1804
9.7025,2.1854
9.7024,2.1904
9.7024,2.1954
9.7024,2.2004
9.7023,2.2054
9.7023,2.2104
9.7022,2.2154
9.7022,2.2204
9.7021,2.2254
9.7021,2.2304
9.7021,2.2354
9.702,2.2404
9.702,2.2454
9.7019,2.2504
9.7019,2.2554
9.7018,2.2604
9.7018,2.2654
9.7018,2.2704
9.7017,2.2754
9.7017,2.2804
9.7016,2.2854
9.7016,2.2904
9.7015,2.2954
9.7015,2.3004
9.7014,2.3054
9.7014,2.3104
9.7014,2.3154
9.7013,2.3204
9.7013,2.3254
9.7012,2.3304
9.7012,2.3354
9.7011,2.3404
9.7011,2.3454
9.7011,2.3504
9.701,2.3554
9.701,2.3604
9.7009,2.3654
9.7009,2.3704
9.7008,2.3754
9.7008,2.3804
9.7007,2.3904
9.7007,2.3954
9.7006,2.4004
9.7006,2.4054
9.7005,2.4104
9.7005,2.4154
9.7005,2.4204
9.7004,2.4254
9.7004,2.4304
9.7003,2.4354
9.7003,2.4404
9.7002,2.4454
9.7002,2.4504
9.7002,2.4554
9.7001,2.4604
9.7001,2.4654
9.7,2.4704
9.7,2.4754
9.6999,2.4804
9.6999,2.4854
9.6999,2.4904
9.6998,2.4954
9.6998,2.5004
9.6997,2.5054
9.6997,2.5104
9.6996,2.5154
9.6996,2.5204
9.6996,2.5254
9.6995,2.5304
9.6995,2.5354
9.6994,2.5404
9.6994,2.5454
9.6993,2.5504
9.6993,2.5554
9.6993,2.5604
9.6992,2.5654
9.6992,2.5704
9.6991,2.5754
9.6991,2.5804
9.699,2.5854
9.699,2.5904
9.699,2.5954
9.6989,2.6004
9.6989,2.6054
9.6988,2.6104
9.6988,2.6154
9.6987,2.6204
9.6986,2.6304
9.6986,2.6354
9.6986,2.6404
9.6985,2.6504
9.6984,2.6554
9.6984,2.6604
9.6983,2.6654
9.6983,2.6704
9.6983,2.6754
9.6982,2.6804
9.6982,2.6854
9.6981,2.6904
9.6981,2.6954
9.698,2.7004
9.698,2.7054
9.698,2.7104
9.6979,2.7154
9.6979,2.7204
9.6978,2.7254
9.6978,2.7304
9.6977,2.7354
9.6977,2.7404
9.6977,2.7454
9.6976,2.7504
9.6976,2.7554
9.6975,2.7604
9.6975,2.7654
9.6974,2.7704
9.6974,2.7754
9.6974,2.7804
9.6973,2.7854
9.6973,2.7904
9.6972,2.7954
9.6972,2.8004
9.6971,2.8054
9.6971,2.8104
9.6971,2.8154
9.697000000000001,2.8204
9.697000000000001,2.8254
9.6969,2.8304
9.6969,2.8354
9.6968,2.8404
9.6968,2.8454
9.6968,2.8504
9.6967,2.8604
9.6966,2.8654
9.6966,2.8704
9.6965,2.8754
9.6965,2.8804
9.6965,2.8854
9.6964,2.8904
9.6964,2.8954
9.6963,2.9004
9.6963,2.9054
9.6962,2.9104
9.6962,2.9154
9.6962,2.9204
9.6961,2.9254
9.6961,2.9304
9.696,2.9354
9.696,2.9404
9.6959,2.9454
9.6959,2.9504
9.6958,2.9554
9.6958,2.9604
9.6958,2.9654
9.6957,2.9704
9.6957,2.9754
9.6956,2.9804
9.6956,2.9854
9.6955,2.9904
9.6955,2.9954
9.6955,3.0004
9.6954,3.0054
9.6954,3.0104
9.6953,3.0154
9.6953,3.0204
9.6952,3.0254
9.6952,3.0304
9.6952,3.0354
9.6951,3.0404
9.6951,3.0454
9.695,3.0504
9.695,3.0554
9.6949,3.0604
9.6949,3.0654
9.6949,3.0704
9.6948,3.0754
9.6948,3.0804
9.6947,3.0854
9.6947,3.0904
9.6946,3.0954
9.6946,3.1004
9.6946,3.1054
9.6945,3.1104
9.6945,3.1154
9.6944,3.1204
9.6944,3.1254
9.6943,3.1354
9.6943,3.1404
9.6942,3.1453
9.6942,3.1503
9.6941,3.1553
9.6941,3.1603
9.693999999999999,3.1653
9.693999999999999,3.1703
9.693999999999999,3.1753
9.6939,3.1803
9.6939,3.1853
9.6938,3.1903
9.6938,3.1953
9.6937,3.2003
9.6937,3.2053
9.6937,3.2103
9.6936,3.2153
9.6936,3.2203
9.6935,3.2253
9.6935,3.2303
9.6934,3.2353
9.6934,3.2403
9.6933,3.2453
9.6933,3.2503
9.6933,3.2553
9.6932,3.2603
9.6932,3.2653
9.6931,3.2703
9.6931,3.2753
9.693,3.2803
9.693,3.2853
9.693,3.2903
9.6929,3.2953
9.6929,3.3003
9.6928,3.3053
9.6928,3.3103
9.6927,3.3153
9.6927,3.3203
9.6927,3.3253
9.6926,3.3303
9.6926,3.3353
9.6925,3.3403
9.6925,3.3453
9.6924,3.3503
9.6924,3.3553
9.6924,3.3603
9.6923,3.3653
9.6923,3.3703
9.6922,3.3753
9.6922,3.3803
9.6921,3.3853
9.6921,3.3903
9.6921,3.3953
9.692,3.4003
9.692,3.4053
9.6919,3.4103
9.6919,3.4153
9.6918,3.4203
9.6918,3.4253
9.6918,3.4303
9.6917,3.4353
9.6917,3.4403
9.6916,3.4453
9.6916,3.4503
9.6915,3.4553
9.6915,3.4603
9.6915,3.4653
9.6914,3.4703
9.6914,3.4753
9.6913,3.4803
9.6913,3.4853
9.6912,3.4903
9.6912,3.4953
9.6912,3.5003
9.6911,3.5053
9.6911,3.5103
9.691,3.5153
9.691,3.5203
9.6909,3.5253
9.6909,3.5303
9.6909,3.5353
9.6908,3.5403
9.6908,3.5453
9.6907,3.5503
9.6907,3.5553
9.6906,3.5603
9.6906,3.5653
9.6905,3.5703
9.6905,3.5753
9.6905,3.5803
9.6904,3.5853
9.6904,3.5903
9.6903,3.5953
9.6903,3.6003
9.6902,3.6053
9.6902,3.6103
9.6902,3.6153
9.6901,3.6203
9.6901,3.6253
9.69,3.6303
9.69,3.6353
9.6899,3.6403
9.6899,3.6453
9.6899,3.6503
9.6898,3.6553
9.6898,3.6603
9.6897,3.6653
9.6897,3.6703
9.6896,3.6753
9.6896,3.6803
9.6896,3.6853
9.6895,3.6903
9.6895,3.6953
9.6894,3.7003
9.6894,3.7053
9.6893,3.7103
9.6893,3.7153
9.6893,3.7203
9.6892,3.7253
9.6892,3.7303
9.6891,3.7353
9.6891,3.7403
9.689,3.7453
9.689,3.7503
9.689,3.7553
9.6889,3.7603
9.6889,3.7653
9.6888,3.7703
9.6888,3.7753
9.6887,3.7803
9.6887,3.7853
9.6887,3.7903
9.6886,3.7953
9.6886,3.8003
9.6885,3.8053
9.6885,3.8103
9.6884,3.8153
9.6884,3.8203
9.6884,3.8253
9.6883,3.8303
9.6883,3.8353
9.6882,3.8403
9.6882,3.8453
9.6881,3.8503
9.6881,3.8553
9.6881,3.8603
9.687999999999999,3.8653
9.687999999999999,3.8703
9.6879,3.8753
9.6879,3.8803
9.6878,3.8853
9.6878,3.8903
9.6877,3.8953
9.6877,3.9003
9.6877,3.9053
9.6876,3.9103
9.6876,3.9153
9.6875,3.9203
9.6875,3.9253
9.6874,3.9303
9.6874,3.9353
9.6874,3.9403
9.6873,3.9453
9.6873,3.9503
9.6872,3.9553
9.6872,3.9603
9.6871,3.9653
9.6871,3.9703
9.687000000000001,3.9803
9.687000000000001,3.9853
9.6869,3.9903
9.6869,3.9953
9.6868,4.0003
9.6868,4.0053
9.6868,4.0103
9.6867,4.0153
9.6867,4.0203
9.6866,4.0253
9.6866,4.0303
9.6865,4.0353
9.6865,4.0403
9.6865,4.0453
9.6864,4.0503
9.6864,4.0553
9.6863,4.0603
9.6863,4.0653
9.6862,4.0703
9.6862,4.0753
9.6862,4.0803
9.6861,4.0853
9.6861,4.0903
9.686,4.0953
9.686,4.1003
9.6859,4.1053
9.6859,4.1103
9.6859,4.1153
9.6858,4.1203
9.6858,4.1253
9.6857,4.1303
9.6857,4.1353
9.6856,4.1403
9.6856,4.1453
9.6856,4.1503
9.6855,4.1553
9.6855,4.1603
9.6854,4.1653
9.6854,4.1703
9.6853,4.1753
9.6853,4.1803
9.6853,4.1853
9.6852,4.1903
9.6852,4.1953
9.6851,4.2003
9.6851,4.2053
9.685,4.2103
9.685,4.2153
9.6849,4.2203
9.6849,4.2253
9.6849,4.2303
9.6848,4.2353
9.6848,4.2403
9.6847,4.2453
9.6847,4.2503
9.6846,4.2553
9.6846,4.2603
9.6846,4.2653
9.6845,4.2703
9.6845,4.2753
9.6844,4.2803
9.6844,4.2853
9.6843,4.2903
9.6843,4.2953
9.6843,4.3003
9.6842,4.3053
9.6842,4.3103
9.6841,4.3153
9.6841,4.3203
9.684,4.3253
9.684,4.3303
9.684,4.3353
9.6839,4.3403
9.6839,4.3453
9.6838,4.3503
9.6838,4.3553
9.6837,4.3603
9.6837,4.3653
9.6837,4.3703
9.6836,4.3753
9.6836,4.3803
9.6835,4.3853
9.6835,4.3903
9.6834,4.3953
9.6834,4.4003
9.6834,4.4053
9.6833,4.4103
9.6833,4.4153
9.6832,4.4203
9.6831,4.4303
9.6831,4.4353
9.6831,4.4403
9.683,4.4453
9.683,4.4503
9.6829,4.4553
9.6829,4.4603
9.6828,4.4653
9.6828,4.4703
9.6828,4.4753
9.6827,4.4803
9.6827,4.4853
9.6826,4.4903
9.6826,4.4953
9.6825,4.5003
9.6825,4.5053
9.6825,4.5103
9.6824,4.5153
9.6824,4.5203
9.6823,4.5253
9.6823,4.5303
9.6822,4.5353
9.6822,4.5403
9.6821,4.5453
9.6821,4.5503
9.6821,4.5553
9.682,4.5603
9.682,4.5653
9.6819,4.5703
9.6819,4.5753
9.6818,4.5803
9.6818,4.5853
9.6818,4.5903
9.6817,4.5953
9.6817,4.6003
9.6816,4.6053
9.6816,4.6103
9.6815,4.6153
9.6815,4.6203
9.6815,4.6253
9.6814,4.6303
9.6814,4.6353
9.6813,4.6403
9.6813,4.6453
9.6812,4.6503
9.6812,4.6553
9.6812,4.6603
9.6811,4.6653
9.6811,4.6703
9.681000000000001,4.6753
9.681000000000001,4.6803
9.6809,4.6853
9.6809,4.6903
9.6809,4.6953
9.6808,4.7003
9.6808,4.7053
9.6807,4.7103
9.6807,4.7153
9.6806,4.7203
9.6806,4.7253
9.6806,4.7303
9.6805,4.7353
9.6805,4.7403
9.6804,4.7453
9.6804,4.7503
9.6803,4.7553
9.6803,4.7603
9.6803,4.7653
9.6802,4.7703
9.6802,4.7753
9.6801,4.7803
9.6801,4.7853
9.68,4.7903
9.68,4.7953
9.68,4.8003
9.6799,4.8053
9.6799,4.8103
9.6798,4.8153
9.6798,4.8203
9.6797,4.8253
9.6797,4.8303
9.6796,4.8353
9.6796,4.8403
9.6796,4.8453
9.6795,4.8503
9.6795,4.8553
9.6794,4.8603
9.6794,4.8653
9.6793,4.8703
9.6793,4.8753
9.6793,4.8803
9.6792,4.8853
9.6792,4.8903
9.6791,4.8953
9.6791,4.9003
9.679,4.9053
9.679,4.9103
9.679,4.9153
9.6789,4.9203
9.6789,4.9253
9.6788,4.9303
9.6788,4.9353
9.6787,4.9403
9.6787,4.9453
9.6787,4.9503
9.6786,4.9553
9.6786,4.9603
9.6785,4.9653
9.6785,4.9703
9.6784,4.9753
9.6784,4.9803
9.6784,4.9853
9.6783,4.9903
9.6783,4.9953
9.6782,5.0003
9.6782,5.0053
9.6781,5.0103
9.6781,5.0153
9.6781,5.0203
9.677999999999999,5.0253
9.677999999999999,5.0303
9.6779,5.0353
9.6779,5.0403
9.6778,5.0453
9.6778,5.0503
9.6778,5.0553
9.6777,5.0603
9.6777,5.0653
9.6776,5.0703
9.6776,5.0753
9.6775,5.0803
9.6775,5.0853
9.6775,5.0903
9.6774,5.0953
9.6774,5.1003
9.6773,5.1053
9.6772,5.1153
9.6772,5.1203
9.6772,5.1253
9.6771,5.1303
9.6771,5.1353
9.677,5.1403
9.677,5.1453
9.6769,5.1503
9.6769,5.1553
9.6768,5.1603
9.6768,5.1653
9.6768,5.1703
9.6767,5.1753
9.6767,5.1803
9.6766,5.1853
9.6766,5.1903
9.6765,5.1953
9.6765,5.2003
9.6765,5.2053
9.6764,5.2103
9.6764,5.2153
9.6763,5.2203
9.6763,5.2253
9.6762,5.2303
9.6762,5.2353
9.6762,5.2403
9.6761,5.2453
9.6761,5.2503
9.676,5.2553
9.676,5.2603
9.6759,5.2653
9.6759,5.2703
9.6759,5.2753
9.6758,5.2803
9.6758,5.2853
9.6757,5.2903
9.6757,5.2953
9.6756,5.3003
9.6756,5.3053
9.6756,5.3103
9.6755,5.3153
9.6755,5.3203
9.6754,5.3253
9.6754,5.3303
9.6753,5.3353
9.6753,5.3403
9.6753,5.3453
9.6752,5.3503
9.6752,5.3553
9.6751,5.3603
9.6751,5.3653
9.675,5.3703
9.675,5.3753
9.675,5.3803
9.6749,5.3853
9.6749,5.3903
9.6748,5.3953
9.6748,5.4003
9.6747,5.4053
9.6747,5.4103
9.6747,5.4153
9.6746,5.4203
9.6746,5.4253
9.6745,5.4303
9.6745,5.4353
9.6744,5.4403
9.6744,5.4453
9.6744,5.4503
9.6743,5.4553
9.6743,5.4603
9.6742,5.4653
9.6742,5.4703
9.6741,5.4753
9.6741,5.4803
9.674,5.4853
9.674,5.4903
9.674,5.4953
9.6739,5.5003
9.6739,5.5053
9.6738,5.5103
9.6738,5.5153
9.6737,5.5203
9.6737,5.5253
9.6737,5.5303
9.6736,5.5353
9.6736,5.5403
9.6735,5.5453
9.6735,5.5503
9.6734,5.5553
9.6734,5.5603
9.6734,5.5653
9.6733,5.5703
9.6733,5.5753
9.6732,5.5803
9.6732,5.5853
9.6731,5.5903
9.6731,5.5953
9.6731,5.6003
9.673,5.6053
9.673,5.6103
9.6729,5.6153
9.6729,5.6203
9.6728,5.6253
9.6728,5.6303
9.6728,5.6353
9.6727,5.6403
9.6727,5.6453
9.6726,5.6503
9.6726,5.6553
9.6725,5.6603
9.6725,5.6653
9.6725,5.6703
9.6724,5.6753
9.6724,5.6803
9.6723,5.6853
9.6723,5.6903
9.6722,5.6953
9.6722,5.7003
9.6722,5.7053
9.6721,5.7103
9.6721,5.7153
9.672,5.7203
9.672,5.7253
9.6719,5.7303
9.6719,5.7353
9.6719,5.7403
9.6718,5.7453
9.6718,5.7503
9.6717,5.7553
9.6717,5.7603
9.6716,5.7653
9.6716,5.7703
9.6716,5.7753
9.6715,5.7803
9.6715,5.7853
9.6714,5.7903
9.6714,5.7953
9.6713,5.8003
9.6713,5.8053
9.6712,5.8103
9.6712,5.8153
9.6712,5.8203
9.6711,5.8253
9.6711,5.8303
9.671,5.8352
9.671,5.8402
9.6709,5.8452
9.6709,5.8502
9.6709,5.8552
9.6708,5.8602
9.6708,5.8652
9.6707,5.8702
9.6707,5.8752
9.6706,5.8802
9.6706,5.8852
9.6706,5.8902
9.6705,5.8952
9.6705,5.9002
