px,py,pz,qx,qy,qz,qw
-0.00603637658059597,-0.0011810301803052425,0.0,0.0,0.0,0.004243782702001973,0.9999909951136451
-0.004470824729651213,-0.00632629357278347,0.0,0.0,0.0,0.004893241957706715,0.9999880280199075
-0.007751464378088713,-0.007971190847456455,0.0,0.0,0.0,0.005787797269116332,0.9999832505611139
-0.011907958425581455,-0.008856200613081455,0.0,0.0,0.0,0.010222595401566854,0.9999477479064873
-0.009390258230268955,-0.004864501766860485,0.0,0.0,0.0,0.0035790809386782012,0.9999935950693056
-0.00718078576028347,-0.004394530784338713,0.0,0.0,0.0,0.0019993291328561555,0.999998001339512
-0.010403442196547985,-0.004959105979651213,0.0,0.0,0.0,0.005853839989921323,0.9999828661319015
-0.006512450985610485,-0.005215453915297985,0.0,0.0,0.0,0.0032696831660992,0.9999946545717099
-0.01124877855181694,-0.011734007857739925,0.0,0.0,0.0,0.009706530508310043,0.9999528905230942
-0.007626342121511698,-0.006747436244040728,0.0,0.0,0.0,0.004682371881410693,0.9999890376366953
-0.00802917405962944,-0.00565490685403347,0.0,0.0,0.0,0.004613934200032044,0.9999893557489489
-0.00893554650247097,-0.0049957274459302425,0.0,0.0,0.0,0.005208640022864959,0.9999864349425507
-0.00836486741900444,-0.006072997581213713,0.0,0.0,0.0,0.004759888613931581,0.9999886716660259
-0.008535766042768955,-0.003411865094676614,0.0,0.0,0.0,0.003921029630392852,0.9999923127337718
-0.00841064378619194,-0.005599975120276213,0.0,0.0,0.0,0.005144121596918119,0.9999867689189673
-0.007540893275290728,-0.005279540549963713,0.0,0.0,0.0,0.005153533134646803,0.999986720459942
-0.006576537620276213,-0.006481933407485485,0.0,0.0,0.0,0.0039265476316401714,0.9999922910821345
-0.010083007626235485,-0.00748596154153347,0.0,0.0,0.0,0.006929020033731832,0.9999759940525433
-0.00878295861184597,-0.00415954552590847,0.0,0.0,0.0,0.0048897649480108005,0.9999880450279159
-0.007925414480268955,-0.004086303524672985,0.0,0.0,0.0,0.004459555305921285,0.9999900561337964
-0.012136840261518955,-0.007324218284338713,0.0,0.0,0.0,0.007679924004943237,0.9999705089487781
-0.009191893972456455,-0.00553283654153347,0.0,0.0,0.0,0.004573696627824281,0.9999895405948788
-0.01267394982278347,-0.00921020470559597,0.0,0.0,0.0,0.008801343942693357,0.999961267422295
-0.0045837401412427425,-0.002816772321239114,0.0,0.0,0.0,0.0018209561440015731,0.9999983420579864
-0.00707397423684597,-0.004574584774672985,0.0,0.0,0.0,0.0032284917867804004,0.999994788406811
-0.00927123986184597,-0.007812499534338713,0.0,0.0,0.0,0.008104075706856808,0.9999671614392832
-0.006658934988081455,-0.004623412620276213,0.0,0.0,0.0,0.004030544244526339,0.9999918773235575
-0.007482909597456455,-0.005526733119040728,0.0,0.0,0.0,0.0054649204613326655,0.9999850672106815
-0.00774536095559597,-0.00658569298684597,0.0,0.0,0.0,0.006511333530682124,0.9999788010431282
-0.00895080529153347,-0.010452269576489925,0.0,0.0,0.0,0.008689569089690083,0.9999622449817971
-0.008154296316206455,-0.006716918665915728,0.0,0.0,0.0,0.004090005452327139,0.9999916358927208
-0.006231688894331455,-0.006011962424963713,0.0,0.0,0.0,0.0030228407749861384,0.9999954312063876
-0.0041717528365552425,-0.0028289793990552425,0.0,0.0,0.0,0.0016575565048901361,0.999998626252273
-0.007519530598074198,-0.0016815185081213713,0.0,0.0,0.0,0.003869992997790514,0.9999925115490601
0.002313232282176614,-0.0027191161643713713,0.0,0.0,0.0,0.002111748973593025,0.9999977702556504
0.0499877892434597,-0.007000732235610485,0.0,0.0,0.0,0.008241544581012766,0.9999660378947473
0.13090819120407104,-0.00012207030522404239,0.0,0.0,0.0,0.007808754911061413,0.9999695112085862
0.20913085341453552,0.00012207030522404239,0.0,0.0,0.0,0.00947399067779434,0.9999551207432447
0.2652648687362671,-0.0024475096724927425,0.0,0.0,0.0,0.008812962340704326,0.9999611650933157
0.3581542670726776,0.005017089657485485,0.0,0.0,0.0,0.012595097690466196,0.9999206786111424
0.4336242377758026,0.00576171837747097,0.0,0.0,0.0,0.012145943322480767,0.9999262353097887
