px,py,pz,qx,qy,qz,qw
0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.010131835006177425,-0.003808593610301614,0.0,0.0,0.0,0.005916783586144447,0.999982476234436
-0.005880736745893955,-0.004528808407485485,0.0,0.0,0.0,0.0033981543965637684,0.9999942183494568
-0.005722045432776213,-0.0038940426893532276,0.0,0.0,0.0,0.0024420982226729393,0.9999970197677612
-0.005389404017478228,-0.0042480467818677425,0.0,0.0,0.0,0.0027628717944025993,0.9999961853027344
-0.00876159593462944,-0.0032989499159157276,0.0,0.0,0.0,0.0036866937298327684,0.9999932050704956
-0.010189819149672985,-0.006622313987463713,0.0,0.0,0.0,0.00575949577614665,0.9999834299087524
-0.00972900353372097,-0.006854247767478228,0.0,0.0,0.0,0.004749563056975603,0.9999887347221375
-0.008648681454360485,-0.006640624720603228,0.0,0.0,0.0,0.004093809053301811,0.9999915957450867
-0.008068847469985485,-0.005941771902143955,0.0,0.0,0.0,0.004387006629258394,0.9999904036521912
-0.007125854026526213,-0.00493774376809597,0.0,0.0,0.0,0.0025410898961126804,0.9999967813491821
-0.00603637658059597,-0.0011810301803052425,0.0,0.0,0.0,0.004243782721459866,0.9999909996986389
-0.009756469167768955,-0.00940856896340847,0.0,0.0,0.0,0.00756834214553237,0.999971330165863
-0.004470824729651213,-0.00632629357278347,0.0,0.0,0.0,0.0048932419158518314,0.9999880194664001
-0.01142272911965847,-0.00792846642434597,0.0,0.0,0.0,0.007284014485776424,0.999973475933075
-0.008789061568677425,-0.005569457542151213,0.0,0.0,0.0,0.00433257594704628,0.9999906420707703
-0.007751464378088713,-0.007971190847456455,0.0,0.0,0.0,0.005787797272205353,0.9999832510948181
-0.01158447191119194,-0.01228027231991291,0.0,0.0,0.0,0.00941682979464531,0.9999556541442871
-0.011907958425581455,-0.008856200613081455,0.0,0.0,0.0,0.010222595185041428,0.999947726726532
-0.005413818173110485,-0.004092406947165728,0.0,0.0,0.0,0.0027046301402151585,0.9999963641166687
-0.00921020470559597,-0.0031280515249818563,0.0,0.0,0.0,0.0038281483575701714,0.9999926686286926
-0.009390258230268955,-0.004864501766860485,0.0,0.0,0.0,0.0035790810361504555,0.999993622303009
-0.009292601607739925,-0.0036621091421693563,0.0,0.0,0.0,0.003772965632379055,0.9999929070472717
-0.00718078576028347,-0.004394530784338713,0.0,0.0,0.0,0.001999329077079892,0.9999979734420776
-0.01098327524960041,-0.009613036178052425,0.0,0.0,0.0,0.007577419281005859,0.9999712705612183
-0.005404662806540728,-0.004061889369040728,0.0,0.0,0.0,0.0014859481016173959,0.9999988675117493
-0.010403442196547985,-0.004959105979651213,0.0,0.0,0.0,0.00585384014993906,0.9999828934669495
-0.0022338866256177425,-0.0042022704146802425,0.0,0.0,0.0,0.001346364850178361,0.9999991059303284
-0.006512450985610485,-0.005215453915297985,0.0,0.0,0.0,0.003269683104008436,0.9999946355819702
-0.00838012620806694,-0.005697631277143955,0.0,0.0,0.0,0.00513857789337635,0.9999867677688599
-0.009991454891860485,-0.006686401087790728,0.0,0.0,0.0,0.005248094443231821,0.9999862313270569
-0.01124877855181694,-0.011734007857739925,0.0,0.0,0.0,0.009706530719995499,0.9999529123306274
-0.01082763634622097,-0.009155272506177425,0.0,0.0,0.0,0.007565095089375973,0.9999713897705078
-0.007626342121511698,-0.006747436244040728,0.0,0.0,0.0,0.004682371858507395,0.9999890327453613
-0.00953063927590847,-0.006213378626853228,0.0,0.0,0.0,0.00569983059540391,0.9999837279319763
-0.011465453542768955,-0.006732177454978228,0.0,0.0,0.0,0.008714759722352028,0.9999620318412781
-0.00802917405962944,-0.00565490685403347,0.0,0.0,0.0,0.004613934084773064,0.9999893307685852
