px,py,pz,qx,qy,qz,qw
0.0016723631415516138,0.004748534876853228,0.0,0.0,0.0,-0.0004386027677381754,0.9999999038138014
0.00929565355181694,0.006072997581213713,0.0,0.0,0.0,-0.00011983712379686487,0.9999999928195319
0.00606689415872097,0.0026916502974927425,0.0,0.0,0.0,0.0021773572379022396,0.9999976295549198
0.0052551268599927425,0.0011962889693677425,0.0,0.0,0.0,-0.0011128502407222515,0.9999993807819791
-0.003674316219985485,0.0034057614393532276,0.0,0.0,0.0,-0.001108797129963576,0.9999993852842733
0.0039428710006177425,0.003576659830287099,0.0,0.0,0.0,-0.0011655407449930365,0.9999993207571551
0.005871581844985485,0.0026123046409338713,0.0,0.0,0.0,-0.0004254897479962703,0.9999999094792331
0.0041870116256177425,0.00426635704934597,0.0,0.0,0.0,0.000694278276588088,0.9999997589888082
0.009094237349927425,0.00029907224234193563,0.0,0.0,0.0,-0.0013274268885921305,0.9999991189685395
0.002465820172801614,0.001019287039525807,0.0,0.0,0.0,-0.0013896539874847277,0.9999990344304314
0.00010375976125942543,0.005200195126235485,0.0,0.0,0.0,-0.00017658073645460522,0.9999999844096217
0.007080077659338713,-0.00024414061044808477,0.0,0.0,0.0,-0.0002702792470323112,0.9999999634745637
0.00432739220559597,0.002465820172801614,0.0,0.0,0.0,0.00019156117572084337,0.9999999816521578
-0.003955077845603228,0.0032653806265443563,0.0,0.0,0.0,-0.00042644342216680074,0.9999999090729997
0.00999755784869194,0.0016845702193677425,0.0,0.0,0.0,-0.0012797431754200859,0.9999991811283672
0.0018188474932685494,0.0036010739859193563,0.0,0.0,0.0,-0.0004679282183191962,0.9999998905215852
0.00982055626809597,0.0041259764693677425,0.0,0.0,0.0,5.215557750671364e-05,0.9999999986398979
-0.0011047362349927425,0.002545165829360485,0.0,0.0,0.0,-0.0014878823802654691,0.9999988931023986
0.00689086876809597,0.002850341610610485,0.0,0.0,0.0,-0.0027829692750094503,0.9999961275335092
-0.0010742186568677425,0.0022949217818677425,0.0,0.0,0.0,-0.0017832826468243996,0.9999984099502367
-0.0014801024226471782,0.0027465817984193563,0.0,0.0,0.0,0.00035616423565747234,0.9999999365735166
0.002575683407485485,0.0028259274549782276,0.0,0.0,0.0,0.0003660405027644712,0.9999999330071729
-0.006787109188735485,0.003259277204051614,0.0,0.0,0.0,0.0025140480108757925,0.9999968397763059
0.0054382323287427425,0.005200195126235485,0.0,0.0,0.0,0.0004632487307991315,0.999999892700301
0.003778076032176614,0.0024597167503088713,0.0,0.0,0.0,-0.002080113357428308,0.9999978365618699
0.0034545897506177425,0.0018615721492096782,0.0,0.0,0.0,-0.0013634279933169415,0.9999990705316215
0.003076171735301614,0.0020812987349927425,0.0,0.0,0.0,-0.0013691500286499131,0.9999990627136603
0.009869384579360485,0.0013732908992096782,0.0,0.0,0.0,-0.0009574014288812339,0.999999541691147
0.003460693173110485,0.003887939266860485,0.0,0.0,0.0,-0.00013008911518200047,0.999999991538411
-0.0010101317893713713,0.0027526854537427425,0.0,0.0,0.0,-0.0017315458815984563,0.9999985008733063
0.004162597469985485,-0.0006530761602334678,0.0,0.0,0.0,-0.001927525600825818,0.9999981423208036
0.00664672814309597,0.005383300594985485,0.0,0.0,0.0,0.001406213536005246,0.9999990112812568
-0.0005889892345294356,0.0025329587515443563,0.0,0.0,0.0,-0.0008887369383925737,0.9999996050732493
0.005444335751235485,0.0053771971724927425,0.0,0.0,0.0,0.0013195216034505204,0.9999991294309901
-0.006079101003706455,0.0016662597190588713,0.0,0.0,0.0,-0.0025145108752684994,0.9999968386125319
0.01130370981991291,0.004650878719985485,0.0,0.0,0.0,0.0011556636169088416,0.9999993322205794
0.008087157271802425,0.00560913048684597,0.0,0.0,0.0,0.0002251615021345453,0.9999999746511486
0.007873534224927425,0.0048583983443677425,0.0,0.0,0.0,2.3061700624800463e-05,0.9999999997340789
0.004730224143713713,0.0045227049849927425,0.0,0.0,0.0,-0.0009769517924645972,0.9999995227824837
0.004913329612463713,0.00438842736184597,0.0,0.0,0.0,-0.0002605040857393558,0.9999999660688101
-0.0019744872115552425,0.002313232282176614,0.0,0.0,0.0,-0.002247482721165512,0.9999974744075197
0.0048583983443677425,0.004943847190588713,0.0,0.0,0.0,0.00010245558169912552,0.9999999947514269
0.005523681174963713,0.00010986327833961695,0.0,0.0,0.0,-0.000895174235032005,0.9999995993314642
0.00010986327833961695,0.0033264157827943563,0.0,0.0,0.0,-0.00041023093666000046,0.9999999158552858
-0.00019226073345635086,0.0022766112815588713,0.0,0.0,0.0,-0.0011626797259836723,0.9999993240876989
0.0034973141737282276,0.004290771204978228,0.0,0.0,0.0,-0.000704677826756899,0.9999997517145494
0.01057739183306694,0.007122802082449198,0.0,0.0,0.0,0.0010207389872284658,0.9999994790458243
-0.007559203542768955,0.001049804617650807,0.0,0.0,0.0,-0.0017811368863825618,0.9999984137744379
0.006323241628706455,0.004943847190588713,0.0,0.0,0.0,0.0009690670483625409,0.9999995304544177
0.0014587400946766138,0.0026428222190588713,0.0,0.0,0.0,-0.0007361491060754725,0.9999997290422101
